year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2024,pt,Portugal,Iolanda,Grito,,,,,,,,,,,,,Iolanda Costa;Luar,Iolanda Costa,"Grito\n\nOuvi, senti\nO corpo a carregar\nSeguimos assim\nUm e outro\nUm e outro\nUm e outro\n\nSou queda livre\nAviso quando lá chegar\nEntrego-me aqui\nPouco a pouco\n\nPassos largos presa na partida\nQuero largar o que me deixou ferida\nPeço à estrela mãe que faça o dia\nNascer de novo\n\nTransformei cada verso de mim\nE entregue à coragem\nQue ainda arde\nAinda arde\nBate a luz no peito e abre\nSou chama que ainda arde\nAinda arde\nAinda arde\n\nHoje eu quero provar a mim mesma\nQue posso ser o que eu quiser\nJuntar quem me quer bem numa mesa\nPerdoar quem me quis ver sofrer\nA mim não me enganam! (Não!)\nEu sou todo o tamanho\nAinda lembro quando era pequena\nEu sonhava primeiro\n\nPassos largos presa na partida\nHoje eu largo aquilo que me deixou ferida\nE peço à estrela mãe que faça o dia\nNascer de novo\n\nTransformei cada verso de mim\nE entregue à coragem\nQue ainda arde\nAinda arde\nBate a luz no peito e abre\nSou chama que ainda arde\nAinda arde\nAinda arde\n\nSou chama que ainda arde\nAinda arde\nSou chama que ainda arde\nAinda arde\nArde\nArde\nArde\n\nTransformei cada verѕo de mim\nE entregue à coragem\nQue ainda arde\nAinda arde\nBate a luz no peito e abre\nSou chama que ainda arde\nAinda arde\nAinda аrde",https://youtube.com/watch?v=246RdLYgRZY
2024,rs,Serbia,Teya Dora,Ramonda,,,,,,,,,,,,,Luka Jovanović;Teodora Pavlovska,Andrijano Kadović Ajzi;Teodora Pavlovska,"Ramonda\n\nNemam nemam nemam ja\nNemam mira nemam sna\nNe da noć da dođe dan\nTeško onom ko je sam\n\nK'o pod vodom tiho je sve\nVrištim al' se ne čuje\nIza gora beli sjaj\nJa ne nazirem kraj\nOvo put je za ranjene\n\nA nema ko da vodi me\nDo svetle zvezde Danice\n\nGori svet, svaki cvet\nGde su nestale lila ramonde\n\nLila ramonda\nLila ramonda\nLila ramonda\nLila ramonda\nRamonda\nLila ramonda\nLila ramonda\nLila ramonda\n\nI nema ko da vodi me\nJer zvezde sve su zaspale\nNe pomažu ni molitve\nGde su nestale lila ramonde\n\nLila ramonda\nLila ramonda\nLila ramonda\nLila ramonda\n\nLila ramonda\nLila ramonda\nLila ramonda\nLila ramonda\nRamonda\nLila ramonda\nLila ramonda\nLila ramonda\n\nDiže ѕe iz pepela\nJedna lila ramondа",https://youtube.com/watch?v=IyO42taxFpM
2024,si,Slovenia,Raiven,Veronika,,,,,,,,,,,,,Bojan Cvjetićanin;Danilo Kapel;Martin Bezjak;Peter Khoo;Sara Briški Cirman,Bojan Cvjetićanin;Klavdija Kopina;Sara Briški Cirman,"Veronika\n\nSkrila sem se v reko in odšla v tiho noč\nZ glasnimi koraki nemi klici na pomoč\nZdaj, ko sem le voda, v valovih iščem mir\nUtopim se v sebi, se svetlobi prepustim\n\nNajdi me, rani me, brani me\nKoga loviš, ko me zapustiš?\nDvigni me, pusti me, ljubi me\nKdo te lovi, ko se me bojiš?\n\nKoga se bojiš, ko svoje želje zatajiš?\nGledaš me v oči, podoba tebe v njih žari\nOgledalo sem brez robov\nLe odsev tvojih sem strahov\n\nNajdi me, rani me, brani me\nKoga loviš, ko me zapustiš?\nDvigni me, pusti me, ljubi me\nKdo te lovi, ko se me bojiš?\n\nJaz sem\nTi si\nVeronika\nTvojo resnico le ona ve\n\nJaz sem\nTi si\nVeronika\nTvojo resnico le ona ve\n\nJaz sem\nTi si\nVeronika\nTvojo reѕnico le onа ve",https://youtube.com/watch?v=tSek8SqlDIA
2024,ua,Ukraine,alyona alyona & Jerry Heil,Teresa & Maria,,,,,,,,,,,,,alyona alyona;Anton Chilibi;Ivan Klymenko;Jerry Heil,,"Teresa & Maria\n\nDzhere-dzhere-dzherelo\nProbyva sobi shliakh\nShcho by shcho by ne bulo\nSvit na yiyi plechakh\n\nMani-mani-manivtsi\nZvyvysti, skeliasti\nAle znai: v tvoyiy rutsi\nTvoye vlasne shchastia\n\nDavai, mala, palai\nI'm not holy, I'm alive\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, ishly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as human beings\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, ishly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as human beings\n\nNavit shche zmalia my shukaly shliakh\nTa zhyttia - petlia, niby dlia tykh khto padaie\nNa svoikh plechakh shche male divcha\nNese z boliu chan i vbacha, shcho to vada ye\nZnovu ne taka, to nadto miaka\nOdiah na kistkakh, holiaka chy to pid vinets\nDe tvoie dytia? Shcho tvoie zhyttia?\nTa roky zh letiat! I zatiam: skoro vzhe kinets\nI khai khtos khoche aby my zlamalys\nKhai buva v tobi zariadu\nNe po likot, a po palets\nI khai khtos khova za posmishkoiu\nNenavyst i zazdrist\nKoly ty puskayesh v sertse hniv\nDobra y liubovi zamist\nAle v nebi ye sviati\nYikh nohy bachyly tsyu zemlyu, znayesh\nTviy ternystyi shliakh\nSame tomu ye ne daremno\nI khai bude duzhe strashno y temno\nI chasom ne lehko\nTa z toboyu zavzhdy budut\nZ neba sliduvaty predky\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, ishly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as human beings\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, yshly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as humаn beingѕ",https://youtube.com/watch?v=-qjs54ZTRBQ
2024,mt,Malta,Sarah Bonnici,Loop,,,,,,,,,,,,,John Emil Johansson;Joy Deb;Kevin Lee;Leire Gotxi Angel;Linnea Deb;Matthew James Borg;Michael Joe Cini;Sarah Bonnici;Sebastian Pritchard-James,Joy Deb;Kevin Lee;Leire Gotxi Angel;Linnea Deb;Michael Joe Cini;Sarah Bonnici;Sebastian Pritchard-James,"Loop\n\nDon't you know that you got me\nThat you got me\nYeah, me, yeah\n\nGot me so hot, burning up like a fever\nI'm a honeypot, never tasted nothing sweeter\nThought you could turn me down, no, no, no\nLet's go another round, slow-oh-oh\n\nDon't you tell me I'm your addiction\nIt was obvious you'd end up like this\n\nOh my god, you got-got-got me on (loop)\n'Cause I'm in, but the bla-bla-blame is on (you)\nLet me tease you, boy, you love it when I \nM-m-m-move, got you on loop\nIn your head all night\nYou got me on\nGot me on\nGot me on\nLoop\n\nCherry on top, you're the cinnamon\nMaking my heart skip a little bit\nLike ra-pa-pa-bam-ba, ra-pa-pa-bam-ba, yeah\nYou know how to spin me, boy\n\nDon't you know you're my, my addiction\nIt was obvious we'd end up like this\n\nOh my god, you got-got-got me on (loop)\n'Cause I'm in, but the bla-bla-blame is on (you)\nLet me tease you, boy, you love it when I\nM-m-m-move, got you on loop\nIn your head all night\nYou got me on\nGot me on\nGot me on\nLoop\n\nIt was obvious, we're addicted, addicted\nYeah, it was obvious\nHere we go again\n\nOh my god, you got-got-got me on (loop)\n'Cause I'm in, but the bla-bla-blame is on (you)\nLet me teaѕe you, boy, you love it when I\nM-m-m-move, got you on loop\nIn your head аll night\nYou got me on\nGot me on\nGot me on\nLoop",https://youtube.com/watch?v=l6eS60n4wg8
2024,al,Albania,Besa,Titan,,,,,,,,,,,,,Alias Lj;Besa Kokëdhima;Gia Koka;Kledi Bahiti,Gia Koka,"Titan\n\nWe stand eye to eye\nYou try and set a fire\nJust to watch me burn\nIt's like you don't know\n\nThat I will survive\nLearned how to stay alive\nCome and throw your flames\nCause it's all in vain\n\nEven if I fall, I'm gon' get up\nI'll be standing tall, proud, with my head up\nGo ahead and give your best shot\n\nI won't go down\nI'll never break\nLike a titan I'll be brave\nTonight\nI'll rise\n\nI won't give up\nFight 'til the end\nEvery tear's gonna ricochet\nI rise\nRise\nI'm a titan in disguise\n\nI bet you thought that I would crumble, but I won't\nYou thought I wouldn't make it out here on my own\nYou thought you'd see me broken, I'm going strong\nStill going strong\nGot an armor round my heart, it's unbreakable\nGot my feet on the ground, I'm unshakable\nAnd if you think I won't survive, then you're so wrong\nYou're so wrong\n\nI won't go down\nI'll never break\nLike a titan I'll be brave\nTonight\nI'll rise\n\nI won't give up\nFight 'til the end\nEvery tear's gonna ricochet\nI rise\nRise\nI'm a titan in disguise\n\nI won't go down\nI'll never break\nLike a titan I'll be brave\nTonight\nI'll rise\n\nI won't give up\nFight 'til the end\nEvery tear's gonna ricochet\nI rise\nRise\nI'm a titаn in disguiѕe",https://youtube.com/watch?v=nrjFhjpm7D8
2024,gr,Greece,Marina Satti,Zari,,,,,,,,,,,,,Gino the Ghost;Jay Stolar;Jordan Palmer;Kay Be;Marina Satti;Nick Kodonas;OGE,Marina Satti;OGE;Solmeister;Vlospa,"Zari\n\nTa ta ta…\n\nPónos mi mas érthei makári\nPéfto kai kyliémai sa zári\nKáno pos xechnáo t' ónomá sou\nKi óla allázoun gýro mou apótoma\n\nO ánemos gia pou tha mas párei\nPéfto kai kyliémai sa zári\nKáno pos xechnáo t' áromá sou\nKi óla allázoun gýro mou\n\nI'm gonna do it my way\nSto myaló sou tha bainovgaíno\nGiatí de mou 'doses to chéri\nOúte gia na piastó\nKápote eícha póno gia séna kryfó\nT' afíno óla na vgoúne\n\nPáme\nPut your hands up\nKáno óti den ítane pséma\nRíxe álli mia teleftaía forá\nKi áse na mas férei ó,ti thélei metá\nTa ta ta…\n\n(Ta ta ta….)\nKi áse na mas férei ó,ti thélei metá\n(Ta ta ta….)\nNa mas férei ó,ti thélei\n(Ta ta ta….)\nKi as eínai na mas férei ó,ti thélei metá\n(Ta ta ta….)\nNa mas férei ó,ti thélei\n\nNa mi thymithó\nTis óres pou kónteva na trelathó\nÁse na mi thymithó\nDen písteves\nTo kárma óti eínai alithinó\n\nPáme\nPut your hands up\nKáno óti den ítane pséma\nRíxe álli mia teleftaía forá\nKi áse na mas férei ó,ti thélei metá\nTa ta ta…\n\nMóni ki an méno\nPánta se periméno\nTrémo san flóga\nSan spírto anamméno\nÓtan charázei\nMe tróei to marázi\nMóni pethaíno an eísai alloú\n\n(Ta ta ta….)\nKi áse na mas férei ó,ti thélei metá\n(Ta ta ta….)\nNa mas férei ó,ti thélei\n(Ta ta ta….)\nKi as eínai na mas férei ó,ti thélei metá\n(Ta ta ta….)\nNa mas férei ó,ti thélei\n\nPónos mi mas érthei makári\nPéfto kai kyliémai sa zári\nKáno pos xechnáo t' ónomá sou\nKi óla allázoun gýro mou apótoma\n\nO ánemos gia pou tha mas párei\nPéfto kai kyliémai sa zári\nKáno pos xechnáo t' áromá sou\nKi óla allázoun gýro mou apótoma\n\n(Ta ta ta….)\nKi áse na mas férei ó,ti thélei metá\n(Ta ta ta….)\nNa mas férei ó,ti thélei\nKi as eínai na maѕ férei ó,ti thélei metá\n(Ta ta)\n\nKi óla allázoun gýro mou apótomа",https://youtube.com/watch?v=uTYalXf184A
2024,ch,Switzerland,Nemo,The Code,,,,,,,,,,,,,Benjamin Jon Alasu;Lasse Midtsian Nymann;Linda Dale;Nemo Mettler,,"The Code\n\nWelcome to the show, let everybody know\nI'm done playing the game, I'll break out of the chains\nYou better buckle up, I'll pour another cup\nThis is my bohème, so drink it up, my friend\n\nUh, uhh\nThis story is my truth\n\nI, I went to hell and back to find myself on track\nI broke the code, oh ohh\nLike ammonites, I just gave it some time\nNow I found paradise\nI broke the code, oh ohh\n\nLet me tell you a tale about life\n'Bout the good and the bad, better hold on tight\nWho decides what's wrong, what's right\nEverything is balance, everything's light\nI got so much on my mind and I been awake all night\nI'm so pumped, I'm so psyched\nIt's bigger than me, I'm getting so hyped, like\n\nUhh\nLet me taste the lows and highs\nUhh\nLet me feel that burning fright\nThis story is my truth\n\nI, I went to hell and back to find myself on track\nI broke the code, oh ohh\nLike ammonites, I just gave it some time\nNow I found paradise\nI broke the code, oh ohh\n\nSomewhere between the 0's and 1's\nThat's where I found my kingdom come\nMy heart beats like a…\nSomewhere between the 0's and 1's\nThat's where I found my kingdom come\nMy heart beats like a drum\n\nI, I went to hell and back to find myself on track\nI broke the code, oh ohh\nLike ammonites, I just gave it some time\nNow I found parаdiѕe\nI broke the code, oh ohh",https://youtube.com/watch?v=kiGDvM14Kwg
2024,cz,Czechia,Aiko,Pedestal,,,,,,,,,,,,,Alena Shirmanova-Kostebelova;Steven Ansell,,"Pedestal\n\nYour sorry means nothing when everything else\nStays the same, stays the same\nYou stay silent, I get violent\nAnd everything else stays the same\nPathetic and I'm over it\nYou're so full of it, full of it\nI'll give all the love to me\nAnd then I'll truly be free, I'll truly be free\n\nAnd I, I, I, I need to learn to\nI, I, I, I need to learn to\nPut myself on a pedestal\n\nI will be loving me more, loving me\n(Put myself on a pedestal)\nI will be loving me more\nI finally learned not to force things\nAnd I love me more, love me more, love me more\nLove me more than you once did\n(Put myself on a pedestal)\nI will be loving me more (loving me more)\n\nLove of your life, just please don't ask\nFor any action or any proof of the irony\nWhere did my pride go?\nI feel no shame, but you should and now I know\n\nI, I, I, I need to learn to\nI, I, I, I need to learn to\nPut myself on a pedestal\n\nI will be loving me more, loving me\n(Put myself on a pedestal)\nI will be loving me more\nI finally learned not to force things\nAnd I love me more, love me more, love me more\nLove me more than you once did\n(Put myself on a pedestal)\nI will be loving me more (loving me more)\n\nI told you like a million times, why do you keep doing the ѕame thing?\n- I'm not doing it, I'm not doing it, I told you…\nYou are! Stop, where аre you going?\n- I'm not doing it, I'm off\n\nI will be loving me more\nLoving me, loving me, loving me, loving me\nLoving me, loving me\nI will be loving me more\nLoving me more\nLoving me, loving me, loving me, loving me",https://youtube.com/watch?v=_iTcX6NlAqA
2024,at,Austria,Kaleen,We Will Rave​,,,,,,,,,,,,,Anderz Wrethov;Jimmy Joker;Kill J;Thomas Stengaard,,"We Will Rave\n\nIce running through my veins\nYou just did it again\nGo, 'cause I can't be your friend\nI'm cold, but this is not the end\n\nSo I go, go, go\nWhere the broken hearted go\nNo one knows a thing about my haunted soul\nI go oh oh\nWanna dance it off alone\nI won't let it show\nThey will never know\n\nWhen the darkness hits, and we can't be saved\nWe rum de dum dum da\nWe will rave\nWhen our hearts are burning, we feel no pain\nWe rum de dum dum da\nWe will rave\n\nWe rum de dum dum da\nWe rum de dum dum da (we will rave)\nWe rum de dum dum da (we will rave)\n(We will rave)\n(Rave, rave ra-a-a-a-a)\n\nWe will rave\n\nI see only silhouettes\nI just wanna forget\nAbout everything we said\nAnd the demons in my head\n\nSo I go, go, go\nWhere the broken hearted go\nNo one knows a thing about my haunted soul\nI go oh oh\nWanna dance it off alone\nI won't let it show\nThey will never know\n\nWhen the darkness hits, and we can't be saved\nWe rum de dum dum da\nWe will rave\nWhen our hearts are burning, we feel no pain\nWe rum de dum dum da\nWe will rave\nWe rum de dum dum da (we will rave)\n\nWe will rave\nWe will rave\n\n(Rave, rave, rave)\nWe will rave\n(Rave, rave, rave)\nWe will rave\n\nWhen the darkness hits, and we can't be saved (can't be saved)\nWe rum de dum dum da\nWe will rave\nWhen our heartѕ are burning, we feel no pain\nWe rum de dum dum da\nWe will rave (we will)\n\nWe rum de dum dum da\nWe will rave (we will)\nWe rum de dum dum da\nWe will rave (oh-ooh)\nWe rum de dum dum da\nWe will rаve",https://youtube.com/watch?v=Kqda15G4T-4
2024,dk,Denmark,Saba,Sand,,,,,,,,,,,,,Jonas Thander;Melanie Wehbe;Pil Kalinka Nygaard Jeppesen,,"Sand\n\n(Uh uhh…)\nYesterday is eating up my mind\nYou and me we couldn't get it right\nWe were throwing memories in the air\nBits and pieces lying everywhere\n\n(Uh uhh…)\nBits and pieces lying everywhere\n(Uh uhh…)\nBits and pieces like we didn't care\n\nShouldn't be so hard\nLike breathing under water\nBaby, we've been in the blue\nDidn't see it coming\nFalling into nothing\nAin't there something we can do\n\n(Uh uhh…)\nI can feel you slipping through my hands\n(Uh uhh…)\nGuess we built a castle out of sand\n\nYesterday I had you by my side\nNow we're just like strangers in the night\nPictures of us lying on the floor\nNo, I can't do this fighting anymore\n\nBut it shouldn't be so hard\nLike breathing under water\nBaby, we've been in the blue\nDidn't see it coming\nFalling into nothing\nAin't there something we can do\n\n(Uh uhh…)\nI can feel you slipping through my hands\n(Uh uhh…)\nGuess we built a castle out of sand\n\nSand, sand\nI can feel you slipping through my hands\nSand, sand\nGuess we built a castle out of sand\n\nShouldn't be so hard\nLike breathing under water\nShouldn't be so hard\nLike breathing under water\n\nSand, sand\nI can feel you slipping through my hands\nSand, sand\nGuess we built a castle out of ѕаnd",https://youtube.com/watch?v=3pCtdFnv9eQ
2024,am,Armenia,Ladaniva,Jako,,,,,,,,,,,,,Audrey Leclercq;Jaklin Baghdasaryan;Louis Thomas,Jaklin Baghdasaryan;Louis Thomas,"Jako\n\nLa la la…\n\nIndz asum yen. «Jako՛, k'ez khelok' pahi՛\nShat mi՛ khosa\nShat sus el mi՛ nsti\nHagi՛, bats'i՛, p'aki՛\nAghjka pes k'ez pahi՛»\nYes aghjik yem azat\nYes kparem, du el nayi՛\n\nLa la la…\n\nAri՛, ari՛, ari՛ du indz miats'i՛\nMek a, mek a, mek a, ov inch' kasi\nEli, eli, eli zhamin ch'enk' nayi\nHeli՛, heli՛, heli՛ boyid matagh\nVe՛r katѕ', pari՛\n\nLa la lа…",https://youtube.com/watch?v=_6xfmW0Fc40
2024,lv,Latvia,Dons,Hollow,,,,,,,,,,,,,Artūrs Šingirejs;Kate Northrop;Liam Geddes,,"Hollow\n\nDon't look now\nYou'll see me crying rivers I might drown\nDon't know how\nOh will I ever find my own way out\n\nI don't wanna lose me so cruelly\nI'm drifting in and out of who I am\nSo help me understand\n\nIt's killing me slow\nTry to make me just another believer\nEverybody just pretending they're preachers, preachers\nIt's killing me slow\nYeah I'd rather let them dig my grave shallow\nInstead of selling out to something so hollow, hollow\n\nNot afraid\nOh to tell you all my sins I can't escape\nNo I won't change\nWoah it's like a bad disease that I can't shake\n\nI don't wanna lose me so cruelly\nI'm drifting in and out of who I am\nSo help me understand\n\nIt's killing me slow\nThey try to make me just another believer\nEverybody just pretending they're preachers, preachers\nIt's killing me slow\nYeah I'd rather let them dig my grave shallow\nInstead of selling out to something so hollow, hollow\n\n(Never selling out to something so hollow)\n\nIt's killing me slow\nYeah I'd rather let them dig my grave shallow\nInsteаd of selling out to something ѕo hollow",https://youtube.com/watch?v=8TIji6Ac8b4
2024,sm,San Marino,Megara,11:11,,,,,,,,,,,,,Isra Dante Ramos Solomando;Roberto la Lueta Ruiz;Sara Jiménez Moral,Roberto la Lueta Ruiz;Sara Jiménez Moral,"11:11\n\nTengo roto el corazón\nPero es algo irónico\nNada romántico\nUna herida entre los dos\nSe que suena trágico\nPero no\n\n¿Puedes parar de perder el tiempo\nBuscando to', buscando mis venas?\nSé que no hay na' qué hacer\n¿Pero usted quién es?\nPor favor, sáquenlo pa' fuera\n\nVas a poder saltar toda la noche\nVen y dame una razón\nPara querer cambiar esas voces\nSabes que unas mienten y otras no\n\nM-E-L-A-P-E-L-A\nQue si tu no me quieres\nOtra gente me querrá\n\nQuieres ser lobo feroz\nY eres el patético mal menor\nPiensas que puedes abatirme\nPrendimos Benidorm\nDices que es ilógico\nIncluso mágico\nY solo es rock and roll\n\nVas a poder saltar toda la noche\nVen y dame una razón\nPara querer cambiar esas voces\nSabes que unas mienten y otras no\n\nDame una señal (toda la noche)\nSiempre quiero más\nNo daré ni un paso atrás\nSi estoy donde tú estás\n\nWe like to party\nBut we love rock\n\nVas a poder saltar toda la noche\nVen y dame una razón\nPara querer cambiar esas voces\nSabes que unas mienten\n\nVas a poder saltar toda la noche\nVen y dame una razón\nPara querer cambiar esas voces\nSabes que unas mienten y otras no\n\n(M-E-L-A-P-E-L-A)\nQue si tu no me quiereѕ\nOtrа gente me querrá",https://youtube.com/watch?v=9NcAJtfhpWA
2024,ge,Georgia,Nutsa Buzaladze,Firefighter,,,,,,,,,,,,,Ada Satka;Darko Dimitrov,,"Firefighter\n\nI see it in the air\nI see it in the air\nI'm running through these ashes\nLike a firefighter\n\nPut out the fire, put out the fire\nDid we build empires, just to watch them burn?\nMy heart's beating louder\nI'm running like tigers\nNo fear in my eyes though\nI will save this love\n\nThe ceiling is falling\nThe windows are burning\nIt's getting harder to breathe\nCan you hear me calling?\nI see ashes falling\nI'm down on my knees\nBut I will save this love\n\nI see it in the air\nI see it in the air\nI'm rising from these ashes like a phoenix, yeah\nYou know I'll be there\nYou know that I'll be there\nI'm running through these ashes\nLike a firefighter\n\nPut out the fire (put out the fire)\nPut out the fire\nPut out the fire\nPut out the fire\nPut out the fire\n\nCome dance with the thunder\n'Cause love makes us stronger\nWe're not here forever\nSo can we save this love?\nFrom lovers to fighters, oh why do we do this?\nWe're meant to rise higher, and higher, and higher\n(The ceiling is falling)\n(The windows are burning)\n(It's getting harder to breathe)\nCan you hear me calling?\nI see ashes falling, falling, falling\n\nI see it in the air\nI see it in the air\nI'm rising from these ashes like a phoenix, yeah\nYou know that I'll be there\nYou know I'll be there\nI'll be there, I'll be there\n\n(I see it in the air)\n(I see it in the air)\n(I'm rising from these ashes like a phoenix, yeah)\n(You know I'll be there)\n(You know that I'll be there)\n(We're running through these ashes like a firefighter)\n\nI see it in the air\nI see it in the air\nWe're rising from these ashes like a phoenix, yeah\nYou know I'll be there (You know that I'll be there)\nYeah…\n(We're rising from these asheѕ)\nLike а firefighter",https://youtube.com/watch?v=blMwY8Jabyk
2024,be,Belgium,Mustii,Before the Party's Over,,,,,,,,,,,,,Benoit Leclerq;Mustii;Pierre Dumoulin,Arianna Damato;Charlotte Clark;Mustii;Nina Sampermans,"Before the Party's Over\n\nAll we chase is shining in the moonlight\nAre we sure the kids are alright\nOr just playing it cool?\nWatch it fade, it's gonna hurt from time to time\nOne more drink and I'll be fine\nYou're the living proof\n\nAre you still playing the game\nOr breaking the rules?\nI can see all the pain\nIn the way that you move\n\nFace-to-face, they told us it was paradise\nBut I'll barely make it through the night\nDo you think about it too?\n\nAre you still playing the game\nOr breaking the rules?\nI can see all the pain\nIn the way that you move\nIn the way that you move\n\nI got a soul on fire\nI'm gonna make moves tonight\nI got a soul on fire\nI'm gonna raise roofs tonight\nI got a soul on fire\nI'm gonna make moves tonight\nI got a soul on fire\n\nBefore the party's over\n(I got a soul on fire, I'm gonna make moves tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna raise roofs tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna make moves tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna raise roofs tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna make moves tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna raise roofs tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna make moves tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna rаise roofѕ tonight)",https://youtube.com/watch?v=WCe9zrWEFNc
2024,ee,Estonia,5miinust & Puuluup,(nendest) narkootikumidest ei tea me (küll) midagi,,,,,,,,,,,,,Estoni Kohver;Kim Wennerström;Lancelot;Marko Veisson;Päevakoer;Põhja Korea;Ramo Teder,,"(nendest) narkootikumidest ei tea me (küll) midagi\n\nMe pole narkomaanid pole midagi teind\nKleidid meie seljas on prügikastileid\nPolitseikroonika ja suvilas on reid\nAinus kott, mis näha, täis pandipudeleid\n\nMe pole narkomaanid pole midagi teind\nKleidid meie seljas on prügikastileid\nPolitseikroonika ja suvilas on reid\nVormis mehed külas mul on väga okei\n\n(Uuuu yeeee)\nKuula nüüd seda\nSaab huugama ära\nMeid kuulda on täna\nA see kott vii ära\n\nMa ei tea narkootikume, limpsi tean ja siidrit\nVahet ma ei suudaks teha vitamiinil spiidil\n\nKuula nüüd seda\nSaab huugama ära\nMeid kuulda on täna\nA see kott vii ära\n\nPilvikud ja šampinjonid – kus on teie niidid? (See ei ole meie teema)\nKäivitate minu keha nagu köögipliidi (Me ei plaani aineid teha)\n\nPardikesed väikesed, kuid moonid on nii pikad\nMõnuaineid väldime, las seda teevad rikkad\nKohal varahommikul ja kirevad kui kikkad\nÄra viisid kommid mul need kurva näoga plikad\n(Viiriana Vikkaa)\n\nMõnuaineid väldime vaid sest me pole rikkad\nTarekese tagatoas on laual ainult IPA-d\nPrillid on pupilli.. eino pulli pärast ikka\nLäbi näevad kõigest need, kes jõudnud esiritta\n\nOle vait ja ma pole teind\nKuigi ümber minu aint on see tants vaid siin käind jeaa\nOle vait ja ma pole näind\nKuigi ümber minu aint on see tants vaid siin käind jeaa\n\nKuula nüüd seda\nSaab huugama ära\nMeid kuulda on täna\nA see kott vii ära\n\nMa ei tea narkootikume, limpsi tean ja siidrit\nVahet ma ei suudaks teha vitamiinil spiidil\n\nKuula nüüd seda\nSaab huugama ära\nMeid kuulda on täna\nA see kott vii ära\n\nPilvikud ja šampinjonid – kuѕ on teie niidid? (See ei ole meie teema)\nKäivitate minu keha nagu köögipliidi (Me ei plaani aineid tehа)",https://youtube.com/watch?v=zY6RbPaTNUc
2024,il,Israel,Eden Golan,Hurricane,,,,,,,,,,,,,Keren Peles;Stav Beger,Avi Ohayon;Keren Peles,"Hurricane\n\nWriter of my symphony\nPlay with me\nLook into my eyes and see\nPeople walk away but never say goodbye\n\nSomeone stole the moon tonight\nTook my light\nEverything is black and white\nWho's the fool who told you boys don't cry?\n\nHours and hours, empowers\nLife is no game but it's ours\nWhile the time goes wild\n\nEveryday I'm losing my mind\nHolding on in this mysterious ride\nDancing in the storm\nI got nothing to hide\nTake it all and leave the world behind\n\nBaby promise me you'll hold me again\nI'm still broken from this hurricane\nThis hurricane\n\nLiving in a fantasy, ecstasy\nEverything is meant to be\nWe shall pass but love will never die\n\nHours and hours, empowers\nLife is no game but it's ours\nWhile the time goes wild\n\nEveryday I'm losing my mind\nHolding on in this mysterious ride\nDancing in the storm\nI got nothing to hide\nTake it all and leave the world behind\n\nBaby promise me you'll hold me again\nI'm still broken from this hurricane\nThis hurricane\n\nThis hurricane\n\nלא צריך מילים גדולות\nLo tzarich milim gdolot\nרק תפילות\nRak tfilot\nאפילו אם קשה לראות\nAfilu im kashe lir'ot\nתמיד אתה משאיר לי\nTamid ata mash'ir li\nאור אחד קטן\nOr echad katan",https://youtube.com/watch?v=lJYn09tuPw4
2024,no,Norway,Gåte,Ulveham,,,,,,,,,,,,,Gunnhild Sundli;Jon Even Schärer;Magnus Børmark;Marit Jensen Lillebuen;Ronny Graff Janssen;Sveinung Eklo Sundli,,"Ulveham\n\nEg var meg så ven og fager ei møy\nMed stimoder vond, mi moder ho døy\nHo skapte meg om til eit svær og ei nål\nOg sende meg av ti kongens gård\nOg vreida mi stimoder kjende mest\nNår alle dei gillaste lika meg best\n\n…\n\nHo gav meg ein ham som ulve grå\nHo svor meg til einsam i skogjen gå\nOg аldri blir eg heil og god\nFør eg fær drukkje min broderѕ blod\n\n…",https://youtube.com/watch?v=UipzszlJwRQ
